team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
DCG,MI,DCG,bowl,"Rajiv Gandhi International Stadium, Hyderabad",08:00 PM,Billy Doctrove,Daryl Harper,Ivaturi Shivram,Srinivas Venkataraghavan,"['Paidikalva Vijaykumar', 'Pragyan Ojha', 'Halhadar Das', 'Nuwan Zoysa', 'Dwaraka Ravi Teja', 'Venugopal Rao', 'Chamara Silva', 'RP Singh', 'Rohit Sharma', 'Shahid Afridi', 'Adam Gilchrist']","['Dilhara Fernando', 'Ashish Nehra', 'Rohan Raje', 'Yogesh Takawale', 'Pinal Shah', 'Dwayne Bravo', 'Robin Uthappa', 'Abhishek Nayar', 'Dominic Thornely', 'Sachin Tendulkar', 'Sanath Jayasuriya']",MI
RCB,DC,DC,bowl,"M.Chinnaswamy Stadium, Bengaluru",08:00 PM,Steve Davis,GA Pratapkumar,Suresh Shastri,Talat Ali,"['Dale Steyn', 'Praveen Kumar', 'Balachandra Akhil', 'Cameron White', 'Misbah-ul-Haq', 'Anil Kumble', 'Zaheer Khan', 'Rahul Dravid', 'Shreevats Goswami', 'Bharath Chipli', 'Jacques Kallis']","['Glenn McGrath', 'Rajat Bhatia', 'Farveez Maharoof', 'Gautam Gambhir', 'Pradeep Sangwan', 'Yo Mahesh', 'Dinesh Karthik', 'Shikhar Dhawan', 'Tillakaratne Dilshan', 'AB de Villiers', 'Virender Sehwag']",DC
KKR,RR,RR,bowl,"Eden Gardens, Kolkata",08:00 PM,Brian Jerling,Rudi Koertzen,Krishna Hariharan,Farokh Engineer,"['Umar Gul', 'Ajit Agarkar', 'Wriddhiman Saha', 'Ashok Dinda', 'Ishant Sharma', 'Laxmi Shukla', 'Debabrata Das', 'David Hussey', 'Sourav Ganguly', 'Mohammad Hafeez', 'Salman Butt']","['Munaf Patel', 'Siddharth Trivedi', 'Mahesh Rawat', 'Shane Warne', 'Yusuf Pathan', 'Sohail Tanvir', 'Swapnil Asnodkar', 'Graeme Smith', 'Ravindra Jadeja', 'Shane Watson', 'Mohammad Kaif']",RR
MI,KXIP,MI,bowl,"Wankhede Stadium, Mumbai",04:00 PM,Billy Bowden,GA Pratapkumar,Suresh Shastri,Talat Ali,"['Vikrant Yeligati', 'Ashish Nehra', 'Dilhara Fernando', 'Siddharth Chitnis', 'Pinal Shah', 'Robin Uthappa', 'Abhishek Nayar', 'Dwayne Smith', 'Sachin Tendulkar', 'Sanath Jayasuriya', 'Shaun Pollock']","['Vikram Singh', 'Tanmay Srivastava', 'S Sreesanth', 'Uday Kaul', 'Piyush Chawla', 'Irfan Pathan', 'Mahela Jayawardene', 'Yuvraj Singh', 'Luke Pomersbach', 'James Hopes', 'Shaun Marsh']",KXIP
CSK,RCB,RCB,bat,"MA Chidambaram Stadium, Chennai",08:00 PM,Daryl Harper,Ivaturi Shivram,Billy Doctrove,Javagal Srinath,"['Makhaya Ntini', 'Manpreet Gony', 'Suresh Raina', 'MS Dhoni', 'Parthiv Patel', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Vidyut Sivaramakrishnan', 'Albie Morkel', 'S Badrinath', 'Stephen Fleming']","['Dale Steyn', 'Anil Kumble', 'Balachandra Akhil', 'Mark Boucher', 'Vinay Kumar', 'Praveen Kumar', 'Misbah-ul-Haq', 'Rahul Dravid', 'Virat Kohli', 'Shreevats Goswami', 'Jacques Kallis']",RCB
KXIP,DCG,KXIP,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",08:00 PM,Asad Rauf,Steve Davis,Amiesh Saheba,Talat Ali,"['Vikram Singh', 'Gagandeep Singh', 'Ramesh Powar', 'Piyush Chawla', 'Mahela Jayawardene', 'Yuvraj Singh', 'Shaun Marsh', 'S Sreesanth', 'Tanmay Srivastava', 'Luke Pomersbach', 'Kumar Sangakkara']","['Paidikalva Vijaykumar', 'Pragyan Ojha', 'Sanjay Bangar', 'Dwaraka Ravi Teja', 'RP Singh', 'Scott Styris', 'Chamara Silva', 'Venugopal Rao', 'Rohit Sharma', 'Herschelle Gibbs', 'Adam Gilchrist']",KXIP
CSK,RR,RR,bat,"MA Chidambaram Stadium, Chennai",04:00 PM,Daryl Harper,Suresh Shastri,Arani Jayaprakash,Javagal Srinath,"['Makhaya Ntini', 'Muttiah Muralitharan', 'Suresh Raina', 'Parthiv Patel', 'Lakshmipathy Balaji', 'Abhinav Mukund', 'Manpreet Gony', 'S Badrinath', 'MS Dhoni', 'Albie Morkel', 'Stephen Fleming']","['Munaf Patel', 'Pankaj Singh', 'Shane Warne', 'Taruwar Kohli', 'Mohammad Kaif', 'Sohail Tanvir', 'Dinesh Salunkhe', 'Yusuf Pathan', 'Kamran Akmal', 'Swapnil Asnodkar', 'Graeme Smith']",RR
DC,MI,DC,bowl,"Arun Jaitley Stadium, Delhi",08:00 PM,Billy Bowden,Krishna Hariharan,Brian Jerling,Clive Lloyd,"['Amit Mishra', 'Yo Mahesh', 'Farveez Maharoof', 'Dinesh Karthik', 'Tillakaratne Dilshan', 'Manoj Tiwary', 'Shikhar Dhawan', 'Gautam Gambhir', 'Glenn McGrath', 'Brett Geeves', 'Virender Sehwag']","['Dhawal Kulkarni', 'Siddharth Chitnis', 'Ashish Nehra', 'Andre Nel', 'Pinal Shah', 'Shaun Pollock', 'Abhishek Nayar', 'Robin Uthappa', 'Dwayne Smith', 'Sachin Tendulkar', 'Sanath Jayasuriya']",DC
DCG,RCB,DCG,bat,"Rajiv Gandhi International Stadium, Hyderabad",04:00 PM,Asad Rauf,Rudi Koertzen,GA Pratapkumar,Talat Ali,"['Sanjay Bangar', 'Arjun Yadav', 'Venugopal Rao', 'Chamara Silva', 'Paidikalva Vijaykumar', 'RP Singh', 'Chaminda Vaas', 'Dwaraka Ravi Teja', 'Rohit Sharma', 'Herschelle Gibbs', 'Adam Gilchrist']","['Anil Kumble', 'Virat Kohli', 'Vinay Kumar', 'Shreevats Goswami', 'Balachandra Akhil', 'Cameron White', 'Rahul Dravid', 'Misbah-ul-Haq', 'Wasim Jaffer', 'Jacques Kallis', 'Dale Steyn']",RCB
KKR,KXIP,KXIP,bat,"Eden Gardens, Kolkata",08:00 PM,Steve Davis,Ivaturi Shivram,Billy Doctrove,Srinivas Venkataraghavan,"['Ishant Sharma', 'Umar Gul', 'Aakash Chopra', 'Wriddhiman Saha', 'Laxmi Shukla', 'Debabrata Das', 'Salman Butt', 'Ashok Dinda', 'Ajantha Mendis', 'David Hussey', 'Sourav Ganguly']","['Vikram Singh', 'Ramesh Powar', 'Tanmay Srivastava', 'Piyush Chawla', 'S Sreesanth', 'Irfan Pathan', 'Mahela Jayawardene', 'Yuvraj Singh', 'Kumar Sangakkara', 'James Hopes', 'Shaun Marsh']",KKR
RR,MI,RR,bowl,"Sawai Mansingh Stadium, Jaipur",08:00 PM,Billy Bowden,Krishna Hariharan,Suresh Shastri,Clive Lloyd,"['Pankaj Singh', 'Siddharth Trivedi', 'Shane Warne', 'Ravindra Jadeja', 'Yusuf Pathan', 'Swapnil Asnodkar', 'Sohail Tanvir', 'Niraj Patel', 'Mohammad Kaif', 'Shane Watson', 'Kamran Akmal']","['Dilhara Fernando', 'Yogesh Takawale', 'Manish Pandey', 'Ashish Nehra', 'Rohan Raje', 'Shaun Pollock', 'Dwayne Smith', 'Robin Uthappa', 'Abhishek Nayar', 'Sachin Tendulkar', 'Sanath Jayasuriya']",RR
DCG,CSK,DCG,bat,"Rajiv Gandhi International Stadium, Hyderabad",08:00 PM,Brian Jerling,Amiesh Saheba,GA Pratapkumar,Talat Ali,"['Paidikalva Vijaykumar', 'Sarvesh Kumar', 'RP Singh', 'Arjun Yadav', 'Pragyan Ojha', 'Shahid Afridi', 'Dwaraka Ravi Teja', 'Venugopal Rao', 'Scott Styris', 'Herschelle Gibbs', 'Adam Gilchrist']","['Lakshmipathy Balaji', 'Makhaya Ntini', 'Abhinav Mukund', 'S Badrinath', 'Albie Morkel', 'MS Dhoni', 'Suresh Raina', 'Parthiv Patel', 'Manpreet Gony', 'Muttiah Muralitharan', 'Stephen Fleming']",CSK
RCB,MI,MI,bowl,"M.Chinnaswamy Stadium, Bengaluru",04:00 PM,Billy Bowden,Arani Jayaprakash,Billy Doctrove,Clive Lloyd,"['Vinay Kumar', 'Cameron White', 'Dale Steyn', 'Anil Kumble', 'Praveen Kumar', 'Balachandra Akhil', 'Virat Kohli', 'Rahul Dravid', 'Misbah-ul-Haq', 'Shreevats Goswami', 'Mark Boucher']","['Ashish Nehra', 'Dhawal Kulkarni', 'Manish Pandey', 'Shaun Pollock', 'Abhishek Nayar', 'Robin Uthappa', 'Sanath Jayasuriya', 'Dilhara Fernando', 'Yogesh Takawale', 'Dwayne Smith', 'Sachin Tendulkar']",MI
KXIP,RR,RR,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",08:00 PM,NA,NA,NA,NA,"['Wilkin Mota', 'S Sreesanth', 'Irfan Pathan', 'Ramesh Powar', 'Kumar Sangakkara', 'Vikram Singh', 'Piyush Chawla', 'Luke Pomersbach', 'Yuvraj Singh', 'James Hopes', 'Shaun Marsh']","['Dinesh Salunkhe', 'Mahesh Rawat', 'Kamran Akmal', 'Younis Khan', 'Niraj Patel', 'Munaf Patel', 'Siddharth Trivedi', 'Pankaj Singh', 'Yusuf Pathan', 'Shane Watson', 'Mohammad Kaif']",KXIP
DC,RR,DC,bowl,"Wankhede Stadium, Mumbai",08:00 PM,Billy Bowden,Rudi Koertzen,Billy Doctrove,Javagal Srinath,"['Yo Mahesh', 'Amit Mishra', 'Glenn McGrath', 'Mohammad Asif', 'Farveez Maharoof', 'Dinesh Karthik', 'Tillakaratne Dilshan', 'Manoj Tiwary', 'Shikhar Dhawan', 'Virender Sehwag', 'Gautam Gambhir']","['Mahesh Rawat', 'Shane Warne', 'Ravindra Jadeja', 'Yusuf Pathan', 'Shane Watson', 'Siddharth Trivedi', 'Munaf Patel', 'Mohammad Kaif', 'Sohail Tanvir', 'Swapnil Asnodkar', 'Graeme Smith']",RR
CSK,KXIP,KXIP,bat,"Wankhede Stadium, Mumbai",08:00 PM,Asad Rauf,Daryl Harper,Krishna Hariharan,Srinivas Venkataraghavan,"['Lakshmipathy Balaji', 'Albie Morkel', 'Makhaya Ntini', 'Muttiah Muralitharan', 'Manpreet Gony', 'S Badrinath', 'Chamara Kapugedera', 'MS Dhoni', 'Suresh Raina', 'Vidyut Sivaramakrishnan', 'Parthiv Patel']","['Piyush Chawla', 'Wilkin Mota', 'Irfan Pathan', 'Mahela Jayawardene', 'Vikram Singh', 'S Sreesanth', 'Ramesh Powar', 'Yuvraj Singh', 'Kumar Sangakkara', 'James Hopes', 'Shaun Marsh']",CSK
CSK,RR,RR,bowl,"Dr DY Patil Sports Academy, Mumbai",08:15 PM,Billy Bowden,Rudi Koertzen,Daryl Harper,Javagal Srinath,"['Makhaya Ntini', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Chamara Kapugedera', 'MS Dhoni', 'Manpreet Gony', 'S Badrinath', 'Albie Morkel', 'Suresh Raina', 'Vidyut Sivaramakrishnan', 'Parthiv Patel']","['Swapnil Asnodkar', 'Munaf Patel', 'Siddharth Trivedi', 'Sohail Tanvir', 'Shane Warne', 'Ravindra Jadeja', 'Mohammad Kaif', 'Yusuf Pathan', 'Shane Watson', 'Kamran Akmal', 'Niraj Patel']",RR
