team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
KKR,KXIP,KXIP,bat,"Eden Gardens, Kolkata",4:00 PM,Kumar Dharmasena,Anil Chaudhary,Krishnamachari Srinivasan,Roshan Mahanama,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Andre Russell', 'Suryakumar Yadav', 'Johan Botha', 'Piyush Chawla', 'Sunil Narine', 'Umesh Yadav', 'Brad Hogg']","['Manan Vohra', 'Murali Vijay', 'Wriddhiman Saha', 'Glenn Maxwell', 'David Miller', 'George Bailey', 'Gurkeerat Singh Mann', 'Axar Patel', 'Beuran Hendricks', 'Anureet Singh', 'Sandeep Sharma']",KKR
DC,SRH,SRH,bat,"Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM,Sundaram Ravi,Vineet Kulkarni,Richard Illingworth,Ranjan Madugalle,"['Shreyas Iyer', 'Quinton de Kock', 'Jean-Paul Duminy', 'Kedar Jadhav', 'Yuvraj Singh', 'Saurabh Tiwary', 'Albie Morkel', 'Jayant Yadav', 'Nathan Coulter-Nile', 'Amit Mishra', 'Zaheer Khan']","['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Eoin Morgan', 'Naman Ojha', 'Ravi Bopara', 'Karn Sharma', 'Parvez Rasool', 'Bhuvneshwar Kumar', 'Praveen Kumar', 'Ishant Sharma']",SRH
MI,RCB,RCB,bat,"Wankhede Stadium, Mumbai",4:00 PM,Chettithody Shamshuddin,Johanes Cloete,Krishnaraj Srinath,Javagal Srinath,"['Lendl Simmons', 'Parthiv Patel', 'Rohit Sharma', 'Ambati Rayudu', 'Kieron Pollard', 'Hardik Pandya', 'Harbhajan Singh', 'Jagadeesha Suchith', 'Mitchell McClenaghan', 'Jasprit Bumrah', 'Lasith Malinga']","['Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Dinesh Karthik', 'Sarfaraz Khan', 'Mandeep Singh', 'David Wiese', 'Harshal Patel', 'Mitchell Starc', 'Sreenath Aravind', 'Yuzvendra Chahal']",RCB
CSK,RR,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Marais Erasmus,Nandan,Chris Gaffaney,Rajendra Jadeja,"['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Faf du Plessis', 'Ravindra Jadeja', 'MS Dhoni', 'Dwayne Bravo', 'Pawan Negi', 'Ravichandran Ashwin', 'Mohit Sharma', 'Ashish Nehra']","['Ajinkya Rahane', 'Shane Watson', 'Sanju Samson', 'Steven Smith', 'Karun Nair', 'Deepak Hooda', 'James Faulkner', 'Rajat Bhatia', 'Chris Morris', 'Ankit Sharma', 'Pravin Tambe']",CSK
SRH,KXIP,SRH,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Kumar Dharmasena,Anil Chaudhary,Krishnamachari Srinivasan,Roshan Mahanama,"['Shikhar Dhawan', 'David Warner', 'Lokesh Rahul', 'Naman Ojha', 'Moises Henriques', 'Eoin Morgan', 'Karn Sharma', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Ishant Sharma', 'Trent Boult']","['Murali Vijay', 'Manan Vohra', 'Wriddhiman Saha', 'Glenn Maxwell', 'David Miller', 'George Bailey', 'Gurkeerat Singh Mann', 'Axar Patel', 'Beuran Hendricks', 'Anureet Singh', 'Sandeep Sharma']",SRH
DC,CSK,CSK,bat,"Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM,Richard Illingworth,Vineet Kulkarni,Sundaram Ravi,Ranjan Madugalle,"['Quinton de Kock', 'Shreyas Iyer', 'Jean-Paul Duminy', 'Yuvraj Singh', 'Kedar Jadhav', 'Saurabh Tiwary', 'Albie Morkel', 'Jayant Yadav', 'Shahbaz Nadeem', 'Zaheer Khan', 'Gurinder Sandhu']","['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Faf du Plessis', 'MS Dhoni', 'Dwayne Bravo', 'Pawan Negi', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Mohit Sharma', 'Ishwar Pandey']",DC
KXIP,RCB,RCB,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Chettithody Shamshuddin,Johanes Cloete,Nandan,Javagal Srinath,"['Manan Vohra', 'Wriddhiman Saha', 'Glenn Maxwell', 'David Miller', 'George Bailey', 'Gurkeerat Singh Mann', 'Axar Patel', 'Rishi Dhawan', 'Beuran Hendricks', 'Anureet Singh', 'Sandeep Sharma']","['Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Dinesh Karthik', 'Sarfaraz Khan', 'Mandeep Singh', 'David Wiese', 'Harshal Patel', 'Mitchell Starc', 'Sreenath Aravind', 'Yuzvendra Chahal']",KXIP
MI,KKR,KKR,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Richard Illingworth,Vineet Kulkarni,Rajesh Deshpande,Rajendra Jadeja,"['Parthiv Patel', 'Lendl Simmons', 'Rohit Sharma', 'Hardik Pandya', 'Ambati Rayudu', 'Kieron Pollard', 'Harbhajan Singh', 'Jagadeesha Suchith', 'Vinay Kumar', 'Mitchell McClenaghan', 'Lasith Malinga']","['Robin Uthappa', 'Gautam Gambhir', 'Manish Pandey', 'Suryakumar Yadav', 'Yusuf Pathan', 'Shakib Al Hasan', 'Andre Russell', 'Piyush Chawla', 'Morne Morkel', 'Umesh Yadav', 'Sunil Narine']",MI
SRH,RCB,SRH,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Kumar Dharmasena,Anil Chaudhary,Krishnaraj Srinath,Roshan Mahanama,"['David Warner', 'Shikhar Dhawan', 'Naman Ojha', 'Moises Henriques', 'Eoin Morgan', 'Lokesh Rahul', 'Karn Sharma', 'Bipul Sharma', 'Praveen Kumar', 'Bhuvneshwar Kumar', 'Dale Steyn']","['Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Mandeep Singh', 'Dinesh Karthik', 'Sarfaraz Khan', 'David Wiese', 'Harshal Patel', 'Mitchell Starc', 'Yuzvendra Chahal', 'Ashok Dinda']",RCB
KXIP,CSK,KXIP,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM,Chettithody Shamshuddin,Nandan,Johanes Cloete,Javagal Srinath,"['Wriddhiman Saha', 'Manan Vohra', 'Glenn Maxwell', 'David Miller', 'George Bailey', 'Axar Patel', 'Gurkeerat Singh Mann', 'Rishi Dhawan', 'Beuran Hendricks', 'Anureet Singh', 'Sandeep Sharma']","['Brendon McCullum', 'Michael Hussey', 'Suresh Raina', 'Faf du Plessis', 'MS Dhoni', 'Dwayne Bravo', 'Pawan Negi', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Ishwar Pandey', 'Ashish Nehra']",CSK
RR,KKR,RR,bat,"Brabourne Stadium, Mumbai",8:00 PM,Richard Illingworth,Rajesh Deshpande,Vineet Kulkarni,Rajendra Jadeja,"['Shane Watson', 'Ajinkya Rahane', 'Steven Smith', 'Karun Nair', 'Sanju Samson', 'Deepak Hooda', 'Stuart Binny', 'James Faulkner', 'Chris Morris', 'Dhawal Kulkarni', 'Barinder Sran']","['Robin Uthappa', 'Gautam Gambhir', 'Manish Pandey', 'Yusuf Pathan', 'Shakib Al Hasan', 'Andre Russell', 'Azhar Mahmood', 'Suryakumar Yadav', 'Piyush Chawla', 'Umesh Yadav', 'Morne Morkel']",RR
SRH,MI,SRH,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Chris Gaffaney,Krishnaraj Srinath,Anil Chaudhary,Roshan Mahanama,"['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Naman Ojha', 'Lokesh Rahul', 'Eoin Morgan', 'Ashish Reddy', 'Karn Sharma', 'Praveen Kumar', 'Bhuvneshwar Kumar', 'Dale Steyn']","['Lendl Simmons', 'Parthiv Patel', 'Hardik Pandya', 'Rohit Sharma', 'Ambati Rayudu', 'Kieron Pollard', 'Harbhajan Singh', 'Jagadeesha Suchith', 'Lasith Malinga', 'Vinay Kumar', 'Mitchell McClenaghan']",MI
CSK,MI,MI,bat,"Wankhede Stadium, Mumbai",8:00 PM,Kumar Dharmasena,Richard Illingworth,Vineet Kulkarni,Ranjan Madugalle,"['Dwayne Smith', 'Michael Hussey', 'Suresh Raina', 'Faf du Plessis', 'MS Dhoni', 'Dwayne Bravo', 'Pawan Negi', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Ashish Nehra', 'Mohit Sharma']","['Lendl Simmons', 'Parthiv Patel', 'Rohit Sharma', 'Ambati Rayudu', 'Kieron Pollard', 'Hardik Pandya', 'Harbhajan Singh', 'Jagadeesha Suchith', 'Vinay Kumar', 'Lasith Malinga', 'Mitchell McClenaghan']",MI
RCB,RR,RCB,bat,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Anil Chaudhary,Chettithody Shamshuddin,Chris Gaffaney,Roshan Mahanama,"['Virat Kohli', 'Chris Gayle', 'AB de Villiers', 'Mandeep Singh', 'Dinesh Karthik', 'Sarfaraz Khan', 'David Wiese', 'Mitchell Starc', 'Harshal Patel', 'Yuzvendra Chahal', 'Sreenath Aravind']","['Ajinkya Rahane', 'Shane Watson', 'Steven Smith', 'Sanju Samson', 'Karun Nair', 'Deepak Hooda', 'James Faulkner', 'Stuart Binny', 'Chris Morris', 'Ankit Sharma', 'Dhawal Kulkarni']",RCB
CSK,RCB,CSK,bowl,"JSCA International Stadium Complex, Ranchi",8:00 PM,Anil Chaudhary,Chris Gaffaney,Chettithody Shamshuddin,Roshan Mahanama,"['Dwayne Smith', 'Michael Hussey', 'Faf du Plessis', 'Suresh Raina', 'MS Dhoni', 'Dwayne Bravo', 'Pawan Negi', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Mohit Sharma', 'Ashish Nehra']","['Virat Kohli', 'Chris Gayle', 'AB de Villiers', 'Mandeep Singh', 'Dinesh Karthik', 'Sarfaraz Khan', 'David Wiese', 'Harshal Patel', 'Mitchell Starc', 'Sreenath Aravind', 'Yuzvendra Chahal']",CSK
MI,CSK,CSK,bowl,"Eden Gardens, Kolkata",8:00 PM,Kumar Dharmasena,Richard Illingworth,Vineet Kulkarni,Ranjan Madugalle,"['Lendl Simmons', 'Parthiv Patel', 'Rohit Sharma', 'Kieron Pollard', 'Ambati Rayudu', 'Hardik Pandya', 'Harbhajan Singh', 'Jagadeesha Suchith', 'Vinay Kumar', 'Lasith Malinga', 'Mitchell McClenaghan']","['Dwayne Smith', 'Michael Hussey', 'Faf du Plessis', 'Suresh Raina', 'MS Dhoni', 'Pawan Negi', 'Dwayne Bravo', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Mohit Sharma', 'Ashish Nehra']",MI
