param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_tol,params,mean_test_f1,mean_train_f1,mean_test_Accuracy,mean_train_Accuracy,score
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.008,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 9, 'tol': 0.008}",0.483508772,0.491204154,0.616666667,0.633333333,0.390555556
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.003,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 9, 'tol': 0.003}",0.483508772,0.491204154,0.616666667,0.633333333,0.390555556
relu,0.0001,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.008}",0.483508772,0.491204154,0.616666667,0.633333333,0.390555556
relu,1.2,"(10, 6, 4)",adaptive,0.01,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.0001}",0.475321637,0.530934639,0.6,0.65,0.39
relu,1,"(10, 6, 4)",adaptive,0.01,0.0003,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 5, 'tol': 0.0003}",0.485263158,0.531815014,0.6,0.65,0.39
relu,0.01,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.0004}",0.485263158,0.537550308,0.6,0.65,0.39
relu,0.01,"(10, 6, 4)",adaptive,0.01,0.003,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.003}",0.475087719,0.525622368,0.6,0.65,0.39
relu,0.5,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.0003}",0.451929825,0.574540331,0.566666667,0.6875,0.389583333
relu,0.001,"(10, 6, 4)",adaptive,0.01,0.001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.001}",0.451929825,0.589129217,0.566666667,0.6875,0.389583333
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0001}",0.471044044,0.577692935,0.583333333,0.666666667,0.388888889
relu,0.5,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 5, 'tol': 0.0001}",0.471189084,0.553761742,0.583333333,0.666666667,0.388888889
relu,0.5,"(10, 6, 4)",adaptive,0.001,0.0003,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 5, 'tol': 0.0003}",0.471189084,0.553761742,0.583333333,0.666666667,0.388888889
relu,0.5,"(10, 6, 4)",adaptive,0.001,0.0004,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 5, 'tol': 0.0004}",0.471189084,0.553761742,0.583333333,0.666666667,0.388888889
relu,0.5,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.0004}",0.46369453,0.552081558,0.583333333,0.666666667,0.388888889
relu,1,"(10, 6, 4)",adaptive,0.005,0.003,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 6, 'tol': 0.003}",0.539751012,0.540982419,0.616666667,0.629166667,0.387986111
relu,0.5,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 6, 'tol': 0.001}",0.539751012,0.550772009,0.616666667,0.629166667,0.387986111
relu,0.005,"(10, 6, 4)",adaptive,0.01,0.003,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 6, 'tol': 0.003}",0.518596491,0.508988037,0.633333333,0.6125,0.387916667
relu,0.005,"(10, 6, 4)",adaptive,0.01,0.0001,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 6, 'tol': 0.0001}",0.518596491,0.508988037,0.633333333,0.6125,0.387916667
relu,0.005,"(10, 6, 4)",adaptive,0.01,0.0003,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 6, 'tol': 0.0003}",0.518596491,0.508988037,0.633333333,0.6125,0.387916667
relu,0.005,"(10, 6, 4)",adaptive,0.01,0.0004,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 6, 'tol': 0.0004}",0.518596491,0.508988037,0.633333333,0.6125,0.387916667
relu,0.2,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.003}",0.485263158,0.51647888,0.6,0.645833333,0.3875
relu,0.01,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.0001}",0.485263158,0.532169746,0.6,0.645833333,0.3875
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 5, 'tol': 0.0001}",0.451722771,0.718291531,0.516666667,0.75,0.3875
relu,0.005,"(10, 6, 4)",adaptive,0.0005,0.0001,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 5, 'tol': 0.0001}",0.474592363,0.520320152,0.6,0.645833333,0.3875
relu,0.0001,"(10, 6, 4)",adaptive,0.0005,0.0001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 5, 'tol': 0.0001}",0.474592363,0.520320152,0.6,0.645833333,0.3875
relu,0.01,"(10, 6, 4)",adaptive,0.01,0.0001,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.0001}",0.478518519,0.674918687,0.533333333,0.725,0.386666667
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.0001}",0.46369453,0.544567217,0.583333333,0.6625,0.386458333
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.0003}",0.46369453,0.544567217,0.583333333,0.6625,0.386458333
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.0004}",0.46369453,0.544567217,0.583333333,0.6625,0.386458333
relu,1,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.0003}",0.46369453,0.548937896,0.583333333,0.6625,0.386458333
relu,1,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.0001}",0.46369453,0.548937896,0.583333333,0.6625,0.386458333
relu,1,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.0003}",0.46369453,0.548937896,0.583333333,0.6625,0.386458333
relu,1,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.0004}",0.46369453,0.548937896,0.583333333,0.6625,0.386458333
relu,1,"(10, 6, 4)",adaptive,0.01,0.0001,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 5, 'tol': 0.0001}",0.477076023,0.558503804,0.583333333,0.6625,0.386458333
relu,0.5,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 6, 'tol': 0.0003}",0.531417678,0.612830823,0.583333333,0.6625,0.386458333
relu,0.3,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.0001}",0.46369453,0.549773655,0.583333333,0.6625,0.386458333
relu,0.3,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.0003}",0.46369453,0.548937896,0.583333333,0.6625,0.386458333
relu,0.3,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.0004}",0.46369453,0.548937896,0.583333333,0.6625,0.386458333
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 5, 'tol': 0.0003}",0.471044044,0.549756191,0.583333333,0.6625,0.386458333
relu,0.005,"(10, 6, 4)",adaptive,0.01,0.008,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.008}",0.502768031,0.525338109,0.616666667,0.625,0.385416667
relu,0.0001,"(10, 6, 4)",adaptive,0.01,0.008,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.008}",0.483508772,0.509905198,0.616666667,0.625,0.385416667
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 5, 'tol': 0.0004}",0.451722771,0.713315461,0.516666667,0.745833333,0.385347222
relu,0.001,"(10, 6, 4)",adaptive,0.01,0.0001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 5, 'tol': 0.0001}",0.478848039,0.708915792,0.516666667,0.745833333,0.385347222
relu,1,"(10, 6, 4)",adaptive,0.001,0.0003,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 5, 'tol': 0.0003}",0.454580897,0.639292956,0.55,0.7,0.385
relu,0.3,"(10, 6, 4)",adaptive,0.01,0.0001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 7, 'tol': 0.0001}",0.478834918,0.635360843,0.55,0.7,0.385
relu,1,"(10, 6, 4)",adaptive,0.001,0.001,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 5, 'tol': 0.001}",0.485263158,0.522781401,0.6,0.641666667,0.385
relu,0.002,"(10, 6, 4)",adaptive,0.01,0.005,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.005}",0.475087719,0.515865673,0.6,0.641666667,0.385
relu,1.2,"(10, 6, 4)",adaptive,0.01,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 6, 'tol': 0.0003}",0.471479618,0.578470241,0.566666667,0.679166667,0.384861111
relu,1.2,"(10, 6, 4)",adaptive,0.01,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 6, 'tol': 0.0004}",0.471479618,0.578470241,0.566666667,0.679166667,0.384861111
relu,1,"(10, 6, 4)",adaptive,0.01,0.0003,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 6, 'tol': 0.0003}",0.47019313,0.599140173,0.566666667,0.679166667,0.384861111
relu,0.01,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 5, 'tol': 0.0001}",0.477542643,0.6137177,0.566666667,0.679166667,0.384861111
relu,1.2,"(10, 6, 4)",adaptive,0.01,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 6, 'tol': 0.008}",0.550877193,0.500128961,0.65,0.591666667,0.384583333
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.001}",0.44295379,0.659579983,0.533333333,0.720833333,0.384444444
relu,0.5,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.001}",0.46369453,0.539006352,0.583333333,0.658333333,0.384027778
relu,0.2,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.0001}",0.46369453,0.540848628,0.583333333,0.658333333,0.384027778
relu,0.01,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 5, 'tol': 0.0001}",0.481090963,0.572451403,0.583333333,0.658333333,0.384027778
relu,1.2,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,1,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.5,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.2,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.3,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.1,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.001,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.002,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.01,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.005,"(10, 6, 4)",adaptive,0.0005,0.003,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.003}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.0001,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.005}",0.483508772,0.485008285,0.616666667,0.620833333,0.382847222
relu,0.0001,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 9, 'tol': 0.003}",0.483508772,0.485008285,0.616666667,0.620833333,0.382847222
relu,0.0001,"(10, 6, 4)",adaptive,0.0005,0.005,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.005}",0.48374269,0.485210149,0.616666667,0.620833333,0.382847222
relu,0.001,"(10, 6, 4)",adaptive,0.005,0.008,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 6, 'tol': 0.008}",0.580908153,0.548341136,0.633333333,0.604166667,0.382638889
relu,0.002,"(10, 6, 4)",adaptive,0.005,0.005,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 9, 'tol': 0.005}",0.474152047,0.510505937,0.6,0.6375,0.3825
relu,0.5,"(10, 6, 4)",adaptive,0.01,0.001,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.001}",0.455273478,0.583291845,0.566666667,0.675,0.3825
relu,0.3,"(10, 6, 4)",adaptive,0.01,0.001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.001}",0.451929825,0.583561068,0.566666667,0.675,0.3825
relu,0.005,"(10, 6, 4)",adaptive,0.01,0.001,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 9, 'tol': 0.001}",0.46748538,0.583131052,0.566666667,0.675,0.3825
relu,0.1,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.0001}",0.46369453,0.535388473,0.583333333,0.654166667,0.381597222
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.005}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.008}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.003}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.001}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.0001}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.0003}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.0004}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.0005,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.001}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.0005,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.0001}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.0005,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.0003}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1.2,"(10, 6, 4)",adaptive,0.0005,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 6, 'tol': 0.0004}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1,"(10, 6, 4)",adaptive,0.001,0.005,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.005}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1,"(10, 6, 4)",adaptive,0.001,0.008,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.008}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
relu,1,"(10, 6, 4)",adaptive,0.001,0.003,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 6, 'tol': 0.003}",0.48374269,0.483197815,0.616666667,0.616666667,0.380277778
