team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
PWI,MI,PWI,bowl,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Kumar Dharmasena,Simon Taufel,Krishna Hariharan,Raju Mukherjee,"['Jesse Ryder', 'Graeme Smith', 'Robin Uthappa', 'Yuvraj Singh', 'Manish Pandey', 'Mithun Manhas', 'Abhishek Jhunjhunwala', 'Rahul Sharma', 'Jerome Taylor', 'Alfonso Thomas', 'Shrikant Wagh']","['Sachin Tendulkar', 'Aiden Blizzard', 'Ambati Rayudu', 'Rohit Sharma', 'Kieron Pollard', 'Andrew Symonds', 'Tirumalsetti Suman', 'Harbhajan Singh', 'Lasith Malinga', 'Dhawal Kulkarni', 'Munaf Patel']",MI
KTK,KKR,KKR,bowl,"Nehru Stadium, Kochi",4:00 PM,Sundaram Ravi,Rod Tucker,Shavir Tarapore,Dev Govindjee,"['Brendon McCullum', 'Michael Klinger', 'Mahela Jayawardene', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Vinay Kumar', 'RP Singh', 'S Sreesanth', 'Prasanth Parameswaran']","['Jacques Kallis', 'Eoin Morgan', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Mark Boucher', 'Rajat Bhatia', 'Brett Lee', 'Jaydev Unadkat', 'Sarabjit Ladda', 'Iqbal Abdulla']",KTK
DCG,DC,DC,bowl,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Graeme Labrooy,"['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Bharath Chipli', 'Amit Mishra', 'Ishant Sharma', 'Dale Steyn', 'Ishan Malhotra']","['Virender Sehwag', 'Aaron Finch', 'Venugopal Rao', 'Travis Birt', 'James Hopes', 'Naman Ojha', 'Yogesh Nagar', 'Irfan Pathan', 'Ajit Agarkar', 'Morne Morkel', 'Aavishkar Salvi']",DC
RCB,KXIP,KXIP,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Aleem Dar,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Mohammad Kaif', 'Daniel Vettori', 'Asad Pathan', 'Abhimanyu Mithun', 'Zaheer Khan', 'Sreenath Aravind']","['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'Abhishek Nayar', 'Ryan McLaren', 'Piyush Chawla', 'Sunny Singh', 'Ryan Harris', 'Praveen Kumar', 'Love Ablish']",RCB
KKR,CSK,CSK,bat,"Eden Gardens, Kolkata",4:00 PM,Asad Rauf,Paul Reiffel,Sudhir Asnani,Raju Mukherjee,"['Jacques Kallis', 'Eoin Morgan', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Mark Boucher', 'Rajat Bhatia', 'Brett Lee', 'Iqbal Abdulla', 'Jaydev Unadkat', 'Lakshmipathy Balaji']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Wriddhiman Saha', 'Albie Morkel', 'Ravichandran Ashwin', 'Suraj Randiv', 'Shadab Jakati', 'Doug Bollinger']",KKR
MI,DC,DC,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Krishna Hariharan,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Sachin Tendulkar', 'Aiden Blizzard', 'Ambati Rayudu', 'Rohit Sharma', 'Tirumalsetti Suman', 'Kieron Pollard', 'Andrew Symonds', 'Harbhajan Singh', 'Lasith Malinga', 'Munaf Patel', 'Dhawal Kulkarni']","['Virender Sehwag', 'David Warner', 'Colin Ingram', 'Venugopal Rao', 'Naman Ojha', 'James Hopes', 'Yogesh Nagar', 'Irfan Pathan', 'Ajit Agarkar', 'Morne Morkel', 'Shahbaz Nadeem']",MI
RCB,KTK,KTK,bat,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Aleem Dar,Sanjay Hazare,Russell Tiffin,Andy Pycroft,"['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Mohammad Kaif', 'Daniel Vettori', 'Abhimanyu Mithun', 'Sreenath Aravind', 'Zaheer Khan']","['Brendon McCullum', 'Michael Klinger', 'Mahela Jayawardene', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Prasanth Parameswaran', 'Vinay Kumar', 'RP Singh', 'Ramesh Powar']",RCB
KXIP,PWI,KXIP,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Shavir Tarapore,Rod Tucker,Sundaram Ravi,Dev Govindjee,"['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'Mandeep Singh', 'David Hussey', 'Shalabh Srivastava', 'Siddharth Chitnis', 'Praveen Kumar', 'Ryan Harris', 'Bhargav Bhatt']","['Jesse Ryder', 'Manish Pandey', 'Abhishek Jhunjhunwala', 'Yuvraj Singh', 'Robin Uthappa', 'Callum Ferguson', 'Mitchell Marsh', 'Wayne Parnell', 'Rahul Sharma', 'Shrikant Wagh', 'Bhuvneshwar Kumar']",PWI
RR,CSK,RR,bowl,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Krishna Hariharan,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Shane Watson', 'Rahul Dravid', 'Johan Botha', 'Ross Taylor', 'Ashok Menaria', 'Ajinkya Rahane', 'Dishant Yagnik', 'Abhishek Raut', 'Shane Warne', 'Siddharth Trivedi', 'Amit Singh']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Dwayne Bravo', 'Albie Morkel', 'Wriddhiman Saha', 'Ravichandran Ashwin', 'Shadab Jakati', 'Doug Bollinger']",CSK
DCG,PWI,DCG,bat,"Rajiv Gandhi International Stadium, Hyderabad",4:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Graeme Labrooy,"['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Bharath Chipli', 'Jean-Paul Duminy', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Amit Mishra', 'Dale Steyn', 'Pragyan Ojha', 'Ishant Sharma']","['Jesse Ryder', 'Manish Pandey', 'Sourav Ganguly', 'Robin Uthappa', 'Yuvraj Singh', 'Callum Ferguson', 'Mitchell Marsh', 'Wayne Parnell', 'Rahul Sharma', 'Shrikant Wagh', 'Bhuvneshwar Kumar']",PWI
KXIP,MI,MI,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Shavir Tarapore,Rod Tucker,Sundaram Ravi,Dev Govindjee,"['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'David Hussey', 'Mandeep Singh', 'Ryan Harris', 'Praveen Kumar', 'Bipul Sharma', 'Shalabh Srivastava', 'Bhargav Bhatt']","['Sachin Tendulkar', 'Aiden Blizzard', 'Ambati Rayudu', 'Rohit Sharma', 'Tirumalsetti Suman', 'Kieron Pollard', 'Andrew Symonds', 'Harbhajan Singh', 'Lasith Malinga', 'Munaf Patel', 'Dhawal Kulkarni']",KXIP
RR,RCB,RCB,bowl,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Kumar Dharmasena,Krishna Hariharan,Simon Taufel,Roshan Mahanama,"['Rahul Dravid', 'Shane Watson', 'Johan Botha', 'Ajinkya Rahane', 'Ross Taylor', 'Ashok Menaria', 'Abhishek Raut', 'Dishant Yagnik', 'Siddharth Trivedi', 'Pankaj Singh', 'Shane Warne']","['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Arun Karthik', 'Mohammad Kaif', 'Zaheer Khan', 'Sreenath Aravind', 'Charl Langeveldt', 'Abrar Kazi']",RCB
CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Amiesh Saheba,Suresh Shastri,Asad Rauf,Graeme Labrooy,"['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Albie Morkel', 'Dwayne Bravo', 'Ravichandran Ashwin', 'Doug Bollinger', 'Wriddhiman Saha', 'Shadab Jakati']","['David Warner', 'Naman Ojha', 'Colin Ingram', 'Venugopal Rao', 'Andrew McDonald', 'James Hopes', 'Irfan Pathan', 'Yogesh Nagar', 'Ajit Agarkar', 'Varun Aaron', 'Shahbaz Nadeem']",CSK
KTK,KXIP,KXIP,bowl,"Holkar Cricket Stadium, Indore",8:00 PM,Sudhir Asnani,Rod Tucker,Paul Reiffel,Raju Mukherjee,"['Brendon McCullum', 'Parthiv Patel', 'Mahela Jayawardene', 'Brad Hodge', 'Owais Shah', 'Ravindra Jadeja', 'Raiphi Gomez', 'RP Singh', 'S Sreesanth', 'Vinay Kumar', 'Prasanth Parameswaran']","['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'David Hussey', 'Piyush Chawla', 'Ryan Harris', 'Bipul Sharma', 'Bhargav Bhatt', 'Mandeep Singh', 'Shalabh Srivastava']",KXIP
RCB,KKR,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Rudi Koertzen,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Chris Gayle', 'Luke Pomersbach', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Arun Karthik', 'Mohammad Kaif', 'Sreenath Aravind', 'Charl Langeveldt', 'Abhimanyu Mithun', 'Zaheer Khan']","['Jacques Kallis', 'Eoin Morgan', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Mark Boucher', 'Rajat Bhatia', 'Iqbal Abdulla', 'Brett Lee', 'Lakshmipathy Balaji', 'Jaydev Unadkat']",RCB
MI,DCG,DCG,bat,"Wankhede Stadium, Mumbai",8:00 PM,Sundaram Ravi,Shavir Tarapore,Simon Taufel,Dev Govindjee,"['Aiden Blizzard', 'Sachin Tendulkar', 'Ambati Rayudu', 'Kieron Pollard', 'Rohit Sharma', 'Andrew Symonds', 'Tirumalsetti Suman', 'Dhawal Kulkarni', 'Harbhajan Singh', 'Lasith Malinga', 'Munaf Patel']","['Shikhar Dhawan', 'Sunny Sohal', 'Bharath Chipli', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Daniel Christian', 'Michael Lumb', 'Pragyan Ojha', 'Amit Mishra', 'Ishant Sharma', 'Anand Rajan']",DCG
KXIP,DC,DC,bowl,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4:00 PM,Asad Rauf,Suresh Shastri,Amiesh Saheba,Graeme Labrooy,"['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'David Hussey', 'Mandeep Singh', 'Ryan Harris', 'Piyush Chawla', 'Bhargav Bhatt', 'Praveen Kumar', 'Shalabh Srivastava']","['David Warner', 'Naman Ojha', 'Travis Birt', 'Venugopal Rao', 'Sridharan Sriram', 'Yogesh Nagar', 'Irfan Pathan', 'James Hopes', 'Morne Morkel', 'Varun Aaron', 'Aavishkar Salvi']",KXIP
KTK,RR,KTK,bowl,"Holkar Cricket Stadium, Indore",8:00 PM,Paul Reiffel,Rod Tucker,Sudhir Asnani,Roshan Mahanama,"['Mahela Jayawardene', 'Brendon McCullum', 'Parthiv Patel', 'Brad Hodge', 'Owais Shah', 'Ravindra Jadeja', 'Gnaneswara Rao', 'Prasanth Padmanabhan', 'RP Singh', 'Prasanth Parameswaran', 'S Sreesanth']","['Shane Watson', 'Rahul Dravid', 'Ajinkya Rahane', 'Faiz Fazal', 'Pinal Shah', 'Ashok Menaria', 'Jacob Oram', 'Ankeet Chavan', 'Shane Warne', 'Shaun Tait', 'Nayan Doshi']",KTK
PWI,DCG,DCG,bowl,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Sundaram Ravi,Shavir Tarapore,Simon Taufel,Dev Govindjee,"['Manish Pandey', 'Jesse Ryder', 'Robin Uthappa', 'Sourav Ganguly', 'Yuvraj Singh', 'Callum Ferguson', 'Mithun Manhas', 'Mitchell Marsh', 'Rahul Sharma', 'Bhuvneshwar Kumar', 'Wayne Parnell']","['Dwaraka Ravi Teja', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Bharath Chipli', 'Jean-Paul Duminy', 'Sunny Sohal', 'Daniel Christian', 'Amit Mishra', 'Pragyan Ojha', 'Dale Steyn', 'Ishant Sharma']",DCG
KXIP,RCB,KXIP,bat,"Himachal Pradesh Cricket Association Stadium, Dharamsala",8:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Graeme Labrooy,"['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'David Hussey', 'Abhishek Nayar', 'Mandeep Singh', 'Piyush Chawla', 'Praveen Kumar', 'Ryan Harris', 'Shalabh Srivastava']","['Chris Gayle', 'AB de Villiers', 'Virat Kohli', 'Saurabh Tiwary', 'Mohammad Kaif', 'Arun Karthik', 'Asad Pathan', 'Sreenath Aravind', 'Abhimanyu Mithun', 'Johan van der Wath', 'Charl Langeveldt']",KXIP
CSK,KTK,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Kumar Dharmasena,Rudi Koertzen,Krishna Hariharan,Roshan Mahanama,"['Murali Vijay', 'Michael Hussey', 'S Badrinath', 'Suresh Raina', 'MS Dhoni', 'Wriddhiman Saha', 'Albie Morkel', 'Dwayne Bravo', 'Ravichandran Ashwin', 'Shadab Jakati', 'Doug Bollinger']","['Brendon McCullum', 'Parthiv Patel', 'Owais Shah', 'Brad Hodge', 'Ravindra Jadeja', 'Gnaneswara Rao', 'Kedar Jadhav', 'Vinay Kumar', 'RP Singh', 'Muttiah Muralitharan', 'S Sreesanth']",CSK
PWI,KKR,KKR,bowl,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Sundaram Ravi,Simon Taufel,Shavir Tarapore,Dev Govindjee,"['Jesse Ryder', 'Manish Pandey', 'Sourav Ganguly', 'Robin Uthappa', 'Yuvraj Singh', 'Callum Ferguson', 'Sachin Rana', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Wayne Parnell', 'Alfonso Thomas']","['Jacques Kallis', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Ryan ten Doeschate', 'Shakib Al Hasan', 'Shreevats Goswami', 'Rajat Bhatia', 'Lakshmipathy Balaji', 'Iqbal Abdulla', 'Brett Lee']",KKR
MI,RR,MI,bat,"Wankhede Stadium, Mumbai",8:00 PM,Rudi Koertzen,Paul Reiffel,Sudhir Asnani,Javagal Srinath,"['Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Tirumalsetti Suman', 'Kieron Pollard', 'Andrew Symonds', 'James Franklin', 'Harbhajan Singh', 'Dhawal Kulkarni', 'Lasith Malinga', 'Munaf Patel']","['Shane Watson', 'Rahul Dravid', 'Ross Taylor', 'Johan Botha', 'Ashok Menaria', 'Ajinkya Rahane', 'Pinal Shah', 'Ankeet Chavan', 'Shane Warne', 'Amit Singh', 'Siddharth Trivedi']",RR
KXIP,DCG,KXIP,bowl,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Graeme Labrooy,"['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'Mandeep Singh', 'Abhishek Nayar', 'Ryan McLaren', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar', 'Bhargav Bhatt']","['Shikhar Dhawan', 'Kedar Devdhar', 'Bharath Chipli', 'Cameron White', 'Jean-Paul Duminy', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Dale Steyn', 'Amit Mishra', 'Anand Rajan', 'Pragyan Ojha']",DCG
RCB,CSK,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Krishna Hariharan,Rudi Koertzen,Kumar Dharmasena,Roshan Mahanama,"['Chris Gayle', 'Mayank Agarwal', 'Virat Kohli', 'AB de Villiers', 'Mohammad Kaif', 'Saurabh Tiwary', 'Luke Pomersbach', 'Daniel Vettori', 'Abhimanyu Mithun', 'Zaheer Khan', 'Sreenath Aravind']","['Murali Vijay', 'Michael Hussey', 'S Badrinath', 'MS Dhoni', 'Suresh Raina', 'Dwayne Bravo', 'Albie Morkel', 'Wriddhiman Saha', 'Ravichandran Ashwin', 'Doug Bollinger', 'Shadab Jakati']",RCB
KKR,MI,MI,bowl,"Eden Gardens, Kolkata",8:00 PM,Shavir Tarapore,Simon Taufel,Sundaram Ravi,Dev Govindjee,"['Jacques Kallis', 'Shreevats Goswami', 'Gautam Gambhir', 'Manoj Tiwary', 'Shakib Al Hasan', 'Ryan ten Doeschate', 'Yusuf Pathan', 'Rajat Bhatia', 'Brett Lee', 'Lakshmipathy Balaji', 'Iqbal Abdulla']","['Sachin Tendulkar', 'Tirumalsetti Suman', 'Ambati Rayudu', 'Rohit Sharma', 'Kieron Pollard', 'Rajagopal Sathish', 'James Franklin', 'Harbhajan Singh', 'Ray Price', 'Lasith Malinga', 'Abu Nechim']",MI
RCB,CSK,CSK,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Asad Rauf,Simon Taufel,Paul Reiffel,Roshan Mahanama,"['Chris Gayle', 'AB de Villiers', 'Virat Kohli', 'Mayank Agarwal', 'Saurabh Tiwary', 'Luke Pomersbach', 'Mohammad Kaif', 'Daniel Vettori', 'Zaheer Khan', 'Abhimanyu Mithun', 'Sreenath Aravind']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Wriddhiman Saha', 'Dwayne Bravo', 'Albie Morkel', 'Ravichandran Ashwin', 'Doug Bollinger', 'Shadab Jakati']",CSK
MI,KKR,MI,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Simon Taufel,Asad Rauf,Paul Reiffel,Roshan Mahanama,"['Sachin Tendulkar', 'Aiden Blizzard', 'Ambati Rayudu', 'Rohit Sharma', 'James Franklin', 'Kieron Pollard', 'Tirumalsetti Suman', 'Dhawal Kulkarni', 'Harbhajan Singh', 'Lasith Malinga', 'Munaf Patel']","['Jacques Kallis', 'Shreevats Goswami', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Ryan ten Doeschate', 'Shakib Al Hasan', 'Rajat Bhatia', 'Brett Lee', 'Lakshmipathy Balaji', 'Iqbal Abdulla']",MI
MI,RCB,MI,bowl,"MA Chidambaram Stadium, Chennai",8:00 PM,Asad Rauf,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Sachin Tendulkar', 'Aiden Blizzard', 'Ambati Rayudu', 'Rohit Sharma', 'Kieron Pollard', 'James Franklin', 'Rajagopal Sathish', 'Harbhajan Singh', 'Lasith Malinga', 'Munaf Patel', 'Abu Nechim']","['Chris Gayle', 'Mayank Agarwal', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Luke Pomersbach', 'Daniel Vettori', 'Zaheer Khan', 'Abhimanyu Mithun', 'JS Mohammad', 'Sreenath Aravind']",RCB
CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Asad Rauf,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'Wriddhiman Saha', 'MS Dhoni', 'Dwayne Bravo', 'Albie Morkel', 'Ravichandran Ashwin', 'Shadab Jakati', 'Doug Bollinger']","['Chris Gayle', 'Mayank Agarwal', 'Virat Kohli', 'AB de Villiers', 'Luke Pomersbach', 'Saurabh Tiwary', 'Daniel Vettori', 'Sreenath Aravind', 'Abhimanyu Mithun', 'Zaheer Khan', 'JS Mohammad']",CSK
