team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
RCB,KXIP,KXIP,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Billy Bowden,Chettithody Shamshuddin,Shavir Tarapore,Roshan Mahanama,"['Mayank Agarwal', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Andrew McDonald', 'Daniel Vettori', 'Asad Pathan', 'Vinay Kumar', 'Zaheer Khan', 'KP Appanna']","['Mandeep Singh', 'Shaun Marsh', 'David Hussey', 'Azhar Mahmood', 'Abhishek Nayar', 'Paras Dogra', 'Nitin Saini', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar', 'Parvinder Awana']",KXIP
PWI,MI,MI,bat,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Asad Rauf,Billy Doctrove,Sudhir Asnani,Andy Pycroft,"['Jesse Ryder', 'Michael Clarke', 'Sourav Ganguly', 'Steven Smith', 'Robin Uthappa', 'Mithun Manhas', 'Wayne Parnell', 'Bhuvneshwar Kumar', 'Murali Kartik', 'Ashish Nehra', 'Ashok Dinda']","['James Franklin', 'Sachin Tendulkar', 'Rohit Sharma', 'Dinesh Karthik', 'Ambati Rayudu', 'Thisara Perera', 'Robin Peterson', 'Harbhajan Singh', 'Lasith Malinga', 'Pragyan Ojha', 'Munaf Patel']",MI
CSK,DCG,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Kumar Dharmasena,Bruce Oxenford,Aleem Dar,Roshan Mahanama,"['Faf du Plessis', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Albie Morkel', 'Shadab Jakati', 'Ravichandran Ashwin', 'Ben Hilfenhaus']","['Parthiv Patel', 'Shikhar Dhawan', 'Cameron White', 'Kumar Sangakkara', 'Daniel Christian', 'Abhishek Jhunjhunwala', 'Ankit Sharma', 'Ashish Reddy', 'Amit Mishra', 'Dale Steyn', 'Veer Pratap Singh']",CSK
KKR,PWI,KKR,bat,"Eden Gardens, Kolkata",4:00 PM,Billy Bowden,Shavir Tarapore,Chettithody Shamshuddin,Javagal Srinath,"['Gautam Gambhir', 'Brendon McCullum', 'Jacques Kallis', 'Manoj Tiwary', 'Yusuf Pathan', 'Debabrata Das', 'Rajat Bhatia', 'Laxmi Shukla', 'Sunil Narine', 'Iqbal Abdulla', 'Marchant de Lange']","['Robin Uthappa', 'Manish Pandey', 'Michael Clarke', 'Sourav Ganguly', 'Steven Smith', 'Angelo Mathews', 'Mithun Manhas', 'Wayne Parnell', 'Bhuvneshwar Kumar', 'Murali Kartik', 'Ashok Dinda']",KKR
KXIP,RR,RR,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Johanes Cloete,Simon Taufel,Sundaram Ravi,Andy Pycroft,"['Shaun Marsh', 'Mandeep Singh', 'Nitin Saini', 'David Hussey', 'Azhar Mahmood', 'Abhishek Nayar', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar', 'Parvinder Awana', 'Gurkeerat Singh Mann']","['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Brad Hodge', 'Dishant Yagnik', 'Johan Botha', 'Stuart Binny', 'Ashok Menaria', 'Ankeet Chavan', 'Shaun Tait', 'Siddharth Trivedi']",RR
MI,CSK,MI,bowl,"Wankhede Stadium, Mumbai",4:00 PM,Asad Rauf,Sudhir Asnani,Billy Doctrove,Graeme Labrooy,"['James Franklin', 'Sachin Tendulkar', 'Rohit Sharma', 'Ambati Rayudu', 'Dinesh Karthik', 'Dwayne Smith', 'Robin Peterson', 'Harbhajan Singh', 'Lasith Malinga', 'RP Singh', 'Munaf Patel']","['Murali Vijay', 'Faf du Plessis', 'Suresh Raina', 'MS Dhoni', 'Ravindra Jadeja', 'Albie Morkel', 'Dwayne Bravo', 'S Badrinath', 'Ravichandran Ashwin', 'Shadab Jakati', 'Ben Hilfenhaus']",MI
RCB,DCG,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Kumar Dharmasena,Bruce Oxenford,Aleem Dar,Roshan Mahanama,"['Tillakaratne Dilshan', 'Chris Gayle', 'Mayank Agarwal', 'Virat Kohli', 'AB de Villiers', 'Asad Pathan', 'JS Mohammad', 'Abhimanyu Mithun', 'Zaheer Khan', 'Prasanth Parameswaran', 'Muttiah Muralitharan']","['Daniel Harris', 'Shikhar Dhawan', 'Parthiv Patel', 'Cameron White', 'Kumar Sangakkara', 'Akshath Reddy', 'Ashish Reddy', 'Amit Mishra', 'Dale Steyn', 'Veer Pratap Singh', 'Anand Rajan']",RCB
DC,KKR,DC,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Johanes Cloete,Sundaram Ravi,Simon Taufel,Andy Pycroft,"['Virender Sehwag', 'David Warner', 'Mahela Jayawardene', 'Ross Taylor', 'Irfan Pathan', 'Yogesh Nagar', 'Naman Ojha', 'Morne Morkel', 'Shahbaz Nadeem', 'Varun Aaron', 'Umesh Yadav']","['Gautam Gambhir', 'Brendon McCullum', 'Jacques Kallis', 'Manoj Tiwary', 'Yusuf Pathan', 'Debabrata Das', 'Laxmi Shukla', 'Brett Lee', 'Rajat Bhatia', 'Sunil Narine', 'Pradeep Sangwan']",KKR
PWI,RR,PWI,bat,"Maharashtra Cricket Association Stadium, Pune",4:00 PM,Asad Rauf,Sudhir Asnani,Billy Doctrove,Graeme Labrooy,"['Robin Uthappa', 'Michael Clarke', 'Steven Smith', 'Sourav Ganguly', 'Angelo Mathews', 'Mithun Manhas', 'Anustup Majumdar', 'Wayne Parnell', 'Murali Kartik', 'Bhuvneshwar Kumar', 'Ashish Nehra']","['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Owais Shah', 'Ashok Menaria', 'Johan Botha', 'Stuart Binny', 'Dishant Yagnik', 'Ankeet Chavan', 'Siddharth Trivedi', 'Shaun Tait']",RR
DCG,KXIP,DCG,bowl,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Kumar Dharmasena,Bruce Oxenford,Chettithody Shamshuddin,Javagal Srinath,"['Daniel Harris', 'Shikhar Dhawan', 'Cameron White', 'Kumar Sangakkara', 'Parthiv Patel', 'Abhishek Jhunjhunwala', 'Ashish Reddy', 'Akshath Reddy', 'Amit Mishra', 'Rusty Theron', 'Veer Pratap Singh']","['Shaun Marsh', 'Mandeep Singh', 'Nitin Saini', 'David Hussey', 'David Miller', 'Azhar Mahmood', 'Siddharth Chitnis', 'Piyush Chawla', 'Ramesh Powar', 'Praveen Kumar', 'Parvinder Awana']",KXIP
MI,RCB,RCB,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Billy Bowden,Vineet Kulkarni,Shavir Tarapore,Ranjan Madugalle,"['Sachin Tendulkar', 'James Franklin', 'Rohit Sharma', 'Dinesh Karthik', 'Ambati Rayudu', 'Kieron Pollard', 'Dwayne Smith', 'Harbhajan Singh', 'Lasith Malinga', 'RP Singh', 'Pragyan Ojha']","['Tillakaratne Dilshan', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Mayank Agarwal', 'JS Mohammad', 'Vinay Kumar', 'Zaheer Khan', 'Harshal Patel', 'Muttiah Muralitharan']",RCB
DCG,DC,DCG,bat,"Rajiv Gandhi International Stadium, Hyderabad",4:00 PM,Johanes Cloete,Simon Taufel,Sundaram Ravi,Javagal Srinath,"['Daniel Harris', 'Shikhar Dhawan', 'Parthiv Patel', 'Cameron White', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Ankit Sharma', 'Ashish Reddy', 'Amit Mishra', 'Manpreet Gony', 'TP Sudhindra']","['David Warner', 'Virender Sehwag', 'Mahela Jayawardene', 'Naman Ojha', 'Yogesh Nagar', 'Andre Russell', 'Venugopal Rao', 'Irfan Pathan', 'Morne Morkel', 'Shahbaz Nadeem', 'Varun Aaron']",DC
RR,CSK,CSK,bowl,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Bruce Oxenford,Chettithody Shamshuddin,Kumar Dharmasena,Andy Pycroft,"['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Ashok Menaria', 'Brad Hodge', 'Johan Botha', 'Stuart Binny', 'Dishant Yagnik', 'Siddharth Trivedi', 'Pankaj Singh', 'Shaun Tait']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'MS Dhoni', 'Albie Morkel', 'Dwayne Bravo', 'Ravindra Jadeja', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Yo Mahesh', 'Ben Hilfenhaus']",CSK
PWI,RCB,PWI,bowl,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Billy Bowden,Shavir Tarapore,Vineet Kulkarni,Ranjan Madugalle,"['Manish Pandey', 'Robin Uthappa', 'Mohnish Mishra', 'Michael Clarke', 'Steven Smith', 'Angelo Mathews', 'Anustup Majumdar', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Krishnakant Upadhyay', 'Alfonso Thomas']","['Tillakaratne Dilshan', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Mayank Agarwal', 'Saurabh Tiwary', 'Vinay Kumar', 'Zaheer Khan', 'Harshal Patel', 'KP Appanna', 'Muttiah Muralitharan']",RCB
KKR,MI,MI,bat,"Eden Gardens, Kolkata",4:00 PM,Sundaram Ravi,Simon Taufel,Johanes Cloete,Javagal Srinath,"['Gautam Gambhir', 'Manvinder Bisla', 'Jacques Kallis', 'Manoj Tiwary', 'Shakib Al Hasan', 'Yusuf Pathan', 'Debabrata Das', 'Laxmi Shukla', 'Rajat Bhatia', 'Brett Lee', 'Sunil Narine']","['Sachin Tendulkar', 'Herschelle Gibbs', 'Rohit Sharma', 'Dinesh Karthik', 'Ambati Rayudu', 'Dwayne Smith', 'Kieron Pollard', 'Harbhajan Singh', 'Lasith Malinga', 'Pragyan Ojha', 'Munaf Patel']",MI
CSK,DC,CSK,bowl,"MA Chidambaram Stadium, Chennai",8:00 PM,Subrat Das,Billy Doctrove,Sudhir Asnani,Graeme Labrooy,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Albie Morkel', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Shadab Jakati', 'Ben Hilfenhaus']","['Virender Sehwag', 'David Warner', 'Mahela Jayawardene', 'Naman Ojha', 'Venugopal Rao', 'Yogesh Nagar', 'Irfan Pathan', 'Roelof van der Merwe', 'Morne Morkel', 'Varun Aaron', 'Umesh Yadav']",CSK
RR,PWI,RR,bat,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Billy Bowden,Shavir Tarapore,Vineet Kulkarni,Ranjan Madugalle,"['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Brad Hodge', 'Ashok Menaria', 'Stuart Binny', 'Johan Botha', 'Shreevats Goswami', 'Ajit Chandila', 'Siddharth Trivedi', 'Shaun Tait']","['Jesse Ryder', 'Robin Uthappa', 'Sourav Ganguly', 'Callum Ferguson', 'Anustup Majumdar', 'Angelo Mathews', 'Steven Smith', 'Bhuvneshwar Kumar', 'Murali Kartik', 'Rahul Sharma', 'Ashish Nehra']",RR
KXIP,DCG,DCG,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Kumar Dharmasena,Bruce Oxenford,Chettithody Shamshuddin,Andy Pycroft,"['Shaun Marsh', 'Mandeep Singh', 'Nitin Saini', 'David Hussey', 'Azhar Mahmood', 'Gurkeerat Singh Mann', 'Siddharth Chitnis', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar', 'Parvinder Awana']","['Parthiv Patel', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Cameron White', 'Daniel Christian', 'Abhishek Jhunjhunwala', 'Akshath Reddy', 'Dale Steyn', 'Amit Mishra', 'Manpreet Gony', 'TP Sudhindra']",KXIP
RCB,MI,MI,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Subrat Das,Billy Doctrove,Sudhir Asnani,Graeme Labrooy,"['Tillakaratne Dilshan', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Mayank Agarwal', 'Vinay Kumar', 'Zaheer Khan', 'Harshal Patel', 'KP Appanna', 'Muttiah Muralitharan']","['Herschelle Gibbs', 'Sachin Tendulkar', 'Rohit Sharma', 'Dinesh Karthik', 'Ambati Rayudu', 'Dwayne Smith', 'Kieron Pollard', 'Harbhajan Singh', 'Lasith Malinga', 'RP Singh', 'Munaf Patel']",MI
KKR,CSK,CSK,bowl,"Eden Gardens, Kolkata",8:00 PM,Johanes Cloete,Simon Taufel,Sundaram Ravi,Raju Mukherjee,"['Gautam Gambhir', 'Brendon McCullum', 'Jacques Kallis', 'Manoj Tiwary', 'Yusuf Pathan', 'Debabrata Das', 'Laxmi Shukla', 'Rajat Bhatia', 'Lakshmipathy Balaji', 'Sunil Narine', 'Marchant de Lange']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'Ravindra Jadeja', 'Dwayne Bravo', 'MS Dhoni', 'Faf du Plessis', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Shadab Jakati', 'Ben Hilfenhaus']",CSK
DC,KXIP,KXIP,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Kumar Dharmasena,Bruce Oxenford,Chettithody Shamshuddin,Andy Pycroft,"['David Warner', 'Virender Sehwag', 'Mahela Jayawardene', 'Ross Taylor', 'Naman Ojha', 'Venugopal Rao', 'Irfan Pathan', 'Pawan Negi', 'Morne Morkel', 'Varun Aaron', 'Umesh Yadav']","['Nitin Saini', 'Mandeep Singh', 'Shaun Marsh', 'David Hussey', 'Azhar Mahmood', 'David Miller', 'Gurkeerat Singh Mann', 'Piyush Chawla', 'Praveen Kumar', 'Parvinder Awana', 'Harmeet Singh']",DC
MI,KKR,MI,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Subrat Das,Billy Doctrove,Sudhir Asnani,Graeme Labrooy,"['Herschelle Gibbs', 'Sachin Tendulkar', 'Rohit Sharma', 'Dinesh Karthik', 'Ambati Rayudu', 'Dwayne Smith', 'Kieron Pollard', 'Harbhajan Singh', 'Lasith Malinga', 'RP Singh', 'Munaf Patel']","['Brendon McCullum', 'Gautam Gambhir', 'Jacques Kallis', 'Yusuf Pathan', 'Shakib Al Hasan', 'Manoj Tiwary', 'Debabrata Das', 'Rajat Bhatia', 'Lakshmipathy Balaji', 'Iqbal Abdulla', 'Sunil Narine']",KKR
KXIP,CSK,KXIP,bowl,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4:00 PM,Vineet Kulkarni,Shavir Tarapore,Billy Bowden,Ranjan Madugalle,"['Adam Gilchrist', 'Mandeep Singh', 'Nitin Saini', 'David Hussey', 'Azhar Mahmood', 'Gurkeerat Singh Mann', 'Siddharth Chitnis', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar', 'Parvinder Awana']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Albie Morkel', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Ben Hilfenhaus', 'Yo Mahesh']",KXIP
DC,RCB,DC,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Kumar Dharmasena,Chettithody Shamshuddin,Bruce Oxenford,Andy Pycroft,"['David Warner', 'Unmukt Chand', 'Mahela Jayawardene', 'Ross Taylor', 'Naman Ojha', 'Venugopal Rao', 'Andre Russell', 'Irfan Pathan', 'Pawan Negi', 'Varun Aaron', 'Umesh Yadav']","['Tillakaratne Dilshan', 'Chris Gayle', 'Virat Kohli', 'Saurabh Tiwary', 'AB de Villiers', 'Mayank Agarwal', 'Vinay Kumar', 'Zaheer Khan', 'Harshal Patel', 'Prasanth Parameswaran', 'Muttiah Muralitharan']",RCB
DCG,RR,RR,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Sundaram Ravi,Simon Taufel,Johanes Cloete,Javagal Srinath,"['Parthiv Patel', 'Shikhar Dhawan', 'Cameron White', 'Jean-Paul Duminy', 'Akshath Reddy', 'Ashish Reddy', 'Amit Mishra', 'Dale Steyn', 'Chris Lynn', 'Manpreet Gony', 'Veer Pratap Singh']","['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Owais Shah', 'Ashok Menaria', 'Shreevats Goswami', 'Stuart Binny', 'Johan Botha', 'Ajit Chandila', 'Shaun Tait', 'Siddharth Trivedi']",DCG
KXIP,DC,DC,bowl,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4:00 PM,Billy Bowden,Vineet Kulkarni,Shavir Tarapore,Ranjan Madugalle,"['Adam Gilchrist', 'Mandeep Singh', 'Paul Valthaty', 'David Hussey', 'Azhar Mahmood', 'Gurkeerat Singh Mann', 'Siddharth Chitnis', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar', 'Parvinder Awana']","['Unmukt Chand', 'David Warner', 'Mahela Jayawardene', 'Venugopal Rao', 'Naman Ojha', 'Andre Russell', 'Irfan Pathan', 'Pawan Negi', 'Morne Morkel', 'Varun Aaron', 'Umesh Yadav']",DC
PWI,KKR,KKR,bat,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Sudhir Asnani,Billy Doctrove,Subrat Das,Graeme Labrooy,"['Sourav Ganguly', 'Jesse Ryder', 'Michael Clarke', 'Robin Uthappa', 'Callum Ferguson', 'Anustup Majumdar', 'Harpreet Singh', 'Wayne Parnell', 'Bhuvneshwar Kumar', 'Ashish Nehra', 'Ali Murtaza']","['Gautam Gambhir', 'Brendon McCullum', 'Jacques Kallis', 'Yusuf Pathan', 'Shakib Al Hasan', 'Manoj Tiwary', 'Debabrata Das', 'Rajat Bhatia', 'Iqbal Abdulla', 'Sunil Narine', 'Lakshmipathy Balaji']",KKR
DCG,RCB,RCB,bowl,"Rajiv Gandhi International Stadium, Hyderabad",4:00 PM,Sundaram Ravi,Simon Taufel,Johanes Cloete,Andy Pycroft,"['Akshath Reddy', 'Shikhar Dhawan', 'Cameron White', 'Parthiv Patel', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Ashish Reddy', 'Dale Steyn', 'Amit Mishra', 'Manpreet Gony', 'Veer Pratap Singh']","['Tillakaratne Dilshan', 'Chris Gayle', 'Virat Kohli', 'Saurabh Tiwary', 'AB de Villiers', 'Mayank Agarwal', 'Vinay Kumar', 'Zaheer Khan', 'Harshal Patel', 'Prasanth Parameswaran', 'Muttiah Muralitharan']",DCG
RR,MI,RR,bat,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Kumar Dharmasena,Chettithody Shamshuddin,Bruce Oxenford,Raju Mukherjee,"['Rahul Dravid', 'Ajinkya Rahane', 'Shane Watson', 'Owais Shah', 'Ashok Menaria', 'Stuart Binny', 'Dishant Yagnik', 'Brad Hogg', 'Siddharth Trivedi', 'Ajit Chandila', 'Shaun Tait']","['Sachin Tendulkar', 'James Franklin', 'Rohit Sharma', 'Dinesh Karthik', 'Ambati Rayudu', 'Kieron Pollard', 'Dwayne Smith', 'Harbhajan Singh', 'Dhawal Kulkarni', 'Lasith Malinga', 'RP Singh']",MI
DC,KKR,KKR,bat,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Billy Doctrove,Simon Taufel,Kumar Dharmasena,Andy Pycroft,"['Virender Sehwag', 'David Warner', 'Mahela Jayawardene', 'Ross Taylor', 'Venugopal Rao', 'Naman Ojha', 'Irfan Pathan', 'Pawan Negi', 'Morne Morkel', 'Varun Aaron', 'Umesh Yadav']","['Gautam Gambhir', 'Brendon McCullum', 'Jacques Kallis', 'Shakib Al Hasan', 'Yusuf Pathan', 'Debabrata Das', 'Laxmi Shukla', 'Rajat Bhatia', 'Lakshmipathy Balaji', 'Sunil Narine', 'Iqbal Abdulla']",KKR
MI,CSK,MI,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Billy Bowden,Kumar Dharmasena,Simon Taufel,Ranjan Madugalle,"['Dwayne Smith', 'Sachin Tendulkar', 'Rohit Sharma', 'Dinesh Karthik', 'Ambati Rayudu', 'James Franklin', 'Kieron Pollard', 'Harbhajan Singh', 'Lasith Malinga', 'Dhawal Kulkarni', 'RP Singh']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Albie Morkel', 'S Badrinath', 'Ravichandran Ashwin', 'Shadab Jakati', 'Ben Hilfenhaus']",CSK
CSK,DC,DC,bowl,"MA Chidambaram Stadium, Chennai",8:00 PM,Billy Doctrove,Simon Taufel,Billy Bowden,Ranjan Madugalle,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'MS Dhoni', 'S Badrinath', 'Ravindra Jadeja', 'Dwayne Bravo', 'Albie Morkel', 'Ravichandran Ashwin', 'Ben Hilfenhaus', 'Shadab Jakati']","['Virender Sehwag', 'David Warner', 'Mahela Jayawardene', 'Ross Taylor', 'Naman Ojha', 'Andre Russell', 'Venugopal Rao', 'Sunny Gupta', 'Pawan Negi', 'Varun Aaron', 'Umesh Yadav']",CSK
CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Billy Bowden,Simon Taufel,Billy Doctrove,Ranjan Madugalle,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Albie Morkel', 'S Badrinath', 'Ravichandran Ashwin', 'Shadab Jakati', 'Ben Hilfenhaus']","['Gautam Gambhir', 'Manvinder Bisla', 'Jacques Kallis', 'Shakib Al Hasan', 'Manoj Tiwary', 'Yusuf Pathan', 'Laxmi Shukla', 'Brett Lee', 'Rajat Bhatia', 'Sunil Narine', 'Iqbal Abdulla']",KKR
