team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
CSK,RCB,CSK,bat,"JSCA International Stadium Complex, Ranchi",4:00 PM,Bruce Oxenford,Chettithody Shamshuddin,Rajesh Deshpande,Javagal Srinath,"['Brendon McCullum', 'Dwayne Smith', 'Suresh Raina', 'David Hussey', 'MS Dhoni', 'Mithun Manhas', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Samuel Badree', 'Mohit Sharma', 'Ishwar Pandey']","['Chris Gayle', 'Parthiv Patel', 'Virat Kohli', 'AB de Villiers', 'Yuvraj Singh', 'Sachin Rana', 'Mitchell Starc', 'Muttiah Muralitharan', 'Varun Aaron', 'Yuzvendra Chahal', 'Abu Nechim']",RCB
SRH,KKR,SRH,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Nigel Llong,Nandan,Anil Chaudhary,Ranjan Madugalle,"['Aaron Finch', 'Shikhar Dhawan', 'Naman Ojha', 'David Warner', 'Lokesh Rahul', 'Daren Sammy', 'Irfan Pathan', 'Karn Sharma', 'Dale Steyn', 'Bhuvneshwar Kumar', 'Amit Mishra']","['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Ryan ten Doeschate', 'Suryakumar Yadav', 'Piyush Chawla', 'Morne Morkel', 'Sunil Narine', 'Umesh Yadav']",KKR
RR,MI,MI,bat,"Sardar Patel Stadium, Ahmedabad",4:00 PM,Sundaram Ravi,Rod Tucker,Krishnaraj Srinath,Andy Pycroft,"['Unmukt Chand', 'Karun Nair', 'Sanju Samson', 'Shane Watson', 'Brad Hodge', 'Stuart Binny', 'Ankit Sharma', 'Kevon Cooper', 'James Faulkner', 'Rajat Bhatia', 'Dhawal Kulkarni']","['Lendl Simmons', 'Michael Hussey', 'Ambati Rayudu', 'Rohit Sharma', 'Kieron Pollard', 'Aditya Tare', 'Harbhajan Singh', 'Shreyas Gopal', 'Krishmar Santokie', 'Pragyan Ojha', 'Jasprit Bumrah']",MI
DC,KXIP,KXIP,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Kumar Dharmasena,Pashchim Pathak,Vineet Kulkarni,Roshan Mahanama,"['Kevin Pietersen', 'Murali Vijay', 'Mayank Agarwal', 'Dinesh Karthik', 'Jean-Paul Duminy', 'Manoj Tiwary', 'Kedar Jadhav', 'Wayne Parnell', 'Imran Tahir', 'Mohammed Shami', 'Jaydev Unadkat']","['Manan Vohra', 'Virender Sehwag', 'Wriddhiman Saha', 'Glenn Maxwell', 'David Miller', 'George Bailey', 'Beuran Hendricks', 'Rishi Dhawan', 'Axar Patel', 'Shivam Sharma', 'Sandeep Sharma']",KXIP
SRH,RCB,RCB,bat,"Rajiv Gandhi International Stadium, Hyderabad",4:00 PM,Anil Chaudhary,Nigel Llong,Nandan,Ranjan Madugalle,"['Shikhar Dhawan', 'Aaron Finch', 'Naman Ojha', 'David Warner', 'Venugopal Rao', 'Daren Sammy', 'Irfan Pathan', 'Parvez Rasool', 'Karn Sharma', 'Dale Steyn', 'Bhuvneshwar Kumar']","['Chris Gayle', 'Parthiv Patel', 'Virat Kohli', 'AB de Villiers', 'Yuvraj Singh', 'Sachin Rana', 'Mitchell Starc', 'Abu Nechim', 'Varun Aaron', 'Muttiah Muralitharan', 'Yuzvendra Chahal']",SRH
KKR,CSK,KKR,bowl,"Eden Gardens, Kolkata",8:00 PM,Rajesh Deshpande,Chettithody Shamshuddin,Bruce Oxenford,Javagal Srinath,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Shakib Al Hasan', 'Ryan ten Doeschate', 'Suryakumar Yadav', 'Piyush Chawla', 'Sunil Narine', 'Umesh Yadav', 'Pat Cummins']","['Brendon McCullum', 'Dwayne Smith', 'Suresh Raina', 'Faf du Plessis', 'MS Dhoni', 'Ravindra Jadeja', 'Mithun Manhas', 'Ravichandran Ashwin', 'Ben Hilfenhaus', 'Ishwar Pandey', 'Mohit Sharma']",KKR
KXIP,MI,MI,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Kumar Dharmasena,Vineet Kulkarni,Pashchim Pathak,Roshan Mahanama,"['Virender Sehwag', 'Manan Vohra', 'Glenn Maxwell', 'Wriddhiman Saha', 'Shaun Marsh', 'George Bailey', 'Axar Patel', 'Rishi Dhawan', 'Sandeep Sharma', 'Shivam Sharma', 'Beuran Hendricks']","['Michael Hussey', 'Lendl Simmons', 'Rohit Sharma', 'Ambati Rayudu', 'Kieron Pollard', 'Aditya Tare', 'Praveen Kumar', 'Jasprit Bumrah', 'Pragyan Ojha', 'Shreyas Gopal', 'Krishmar Santokie']",MI
KKR,RCB,RCB,bowl,"Eden Gardens, Kolkata",4:00 PM,Bruce Oxenford,Chettithody Shamshuddin,Rajesh Deshpande,Javagal Srinath,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Ryan ten Doeschate', 'Suryakumar Yadav', 'Morne Morkel', 'Sunil Narine', 'Umesh Yadav', 'Vinay Kumar']","['Chris Gayle', 'Virat Kohli', 'Yogesh Takawale', 'AB de Villiers', 'Yuvraj Singh', 'Sachin Rana', 'Mitchell Starc', 'Abu Nechim', 'Yuzvendra Chahal', 'Muttiah Muralitharan', 'Ashok Dinda']",KKR
CSK,SRH,SRH,bowl,"JSCA International Stadium Complex, Ranchi",8:00 PM,Anil Chaudhary,Nandan,Nigel Llong,Andy Pycroft,"['Dwayne Smith', 'Faf du Plessis', 'Suresh Raina', 'David Hussey', 'MS Dhoni', 'Mithun Manhas', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Pawan Negi', 'John Hastings', 'Mohit Sharma']","['David Warner', 'Shikhar Dhawan', 'Naman Ojha', 'Aaron Finch', 'Venugopal Rao', 'Daren Sammy', 'Parvez Rasool', 'Irfan Pathan', 'Karn Sharma', 'Bhuvneshwar Kumar', 'Dale Steyn']",SRH
MI,DC,DC,bowl,"Wankhede Stadium, Mumbai",4:00 PM,Sundaram Ravi,Rod Tucker,Krishnaraj Srinath,Ranjan Madugalle,"['Michael Hussey', 'Lendl Simmons', 'Ambati Rayudu', 'Rohit Sharma', 'Kieron Pollard', 'Aditya Tare', 'Harbhajan Singh', 'Shreyas Gopal', 'Pragyan Ojha', 'Jasprit Bumrah', 'Marchant de Lange']","['Murali Vijay', 'Kevin Pietersen', 'Dinesh Karthik', 'Jean-Paul Duminy', 'Manoj Tiwary', 'Kedar Jadhav', 'Wayne Parnell', 'Imran Tahir', 'Siddarth Kaul', 'Shahbaz Nadeem', 'Jaydev Unadkat']",MI
KXIP,RR,RR,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Kumar Dharmasena,Pashchim Pathak,Vineet Kulkarni,Roshan Mahanama,"['Manan Vohra', 'Virender Sehwag', 'Shaun Marsh', 'David Miller', 'George Bailey', 'Wriddhiman Saha', 'Axar Patel', 'Rishi Dhawan', 'Lakshmipathy Balaji', 'Karanveer Singh', 'Beuran Hendricks']","['Ajinkya Rahane', 'Karun Nair', 'Sanju Samson', 'Shane Watson', 'Stuart Binny', 'Brad Hodge', 'James Faulkner', 'Kevon Cooper', 'Rahul Tewatia', 'Vikramjeet Singh Malik', 'Pravin Tambe']",KXIP
RCB,CSK,CSK,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Anil Chaudhary,Nigel Llong,Nandan,Nand Kishore,"['Virat Kohli', 'Vijay Zol', 'Rilee Rossouw', 'AB de Villiers', 'Yuvraj Singh', 'Yogesh Takawale', 'Sachin Rana', 'Ravi Rampaul', 'Mitchell Starc', 'Yuzvendra Chahal', 'Shadab Jakati']","['Dwayne Smith', 'Faf du Plessis', 'Suresh Raina', 'David Hussey', 'MS Dhoni', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Mithun Manhas', 'Mohit Sharma', 'Samuel Badree', 'Ashish Nehra']",CSK
KKR,SRH,KKR,bowl,"Eden Gardens, Kolkata",8:00 PM,Rajesh Deshpande,Bruce Oxenford,Chettithody Shamshuddin,Javagal Srinath,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Suryakumar Yadav', 'Morne Morkel', 'Ryan ten Doeschate', 'Sunil Narine', 'Umesh Yadav', 'Vinay Kumar']","['Shikhar Dhawan', 'David Warner', 'Naman Ojha', 'Daren Sammy', 'Venugopal Rao', 'Srikkanth Anirudha', 'Karn Sharma', 'Dale Steyn', 'Bhuvneshwar Kumar', 'Parvez Rasool', 'Jason Holder']",KKR
KXIP,DC,KXIP,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM,Kumar Dharmasena,Vineet Kulkarni,Pashchim Pathak,Roshan Mahanama,"['Virender Sehwag', 'Manan Vohra', 'Glenn Maxwell', 'Wriddhiman Saha', 'David Miller', 'George Bailey', 'Axar Patel', 'Mitchell Johnson', 'Rishi Dhawan', 'Karanveer Singh', 'Parvinder Awana']","['Mayank Agarwal', 'Kevin Pietersen', 'Dinesh Karthik', 'Jean-Paul Duminy', 'Manoj Tiwary', 'James Neesham', 'Kedar Jadhav', 'Imran Tahir', 'Mohammed Shami', 'Shahbaz Nadeem', 'Jaydev Unadkat']",KXIP
MI,RR,MI,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Sundaram Ravi,Rod Tucker,Rohan Pandit,Ranjan Madugalle,"['Michael Hussey', 'Lendl Simmons', 'Rohit Sharma', 'Ambati Rayudu', 'Corey Anderson', 'Kieron Pollard', 'Aditya Tare', 'Harbhajan Singh', 'Pragyan Ojha', 'Jasprit Bumrah', 'Shreyas Gopal']","['Ajinkya Rahane', 'Karun Nair', 'Shane Watson', 'Sanju Samson', 'Ankit Sharma', 'Abhishek Nayar', 'Brad Hodge', 'Kevon Cooper', 'James Faulkner', 'Pravin Tambe', 'Dhawal Kulkarni']",MI
KXIP,KKR,KXIP,bowl,"Eden Gardens, Kolkata",4:00 PM,Nigel Llong,Sundaram Ravi,Chettithody Shamshuddin,Roshan Mahanama,"['Manan Vohra', 'Virender Sehwag', 'Glenn Maxwell', 'David Miller', 'George Bailey', 'Wriddhiman Saha', 'Axar Patel', 'Mitchell Johnson', 'Rishi Dhawan', 'Karanveer Singh', 'Parvinder Awana']","['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Shakib Al Hasan', 'Ryan ten Doeschate', 'Suryakumar Yadav', 'Morne Morkel', 'Piyush Chawla', 'Sunil Narine', 'Umesh Yadav']",KKR
CSK,MI,CSK,bowl,"Brabourne Stadium, Mumbai",8:00 PM,Vineet Kulkarni,Bruce Oxenford,Rod Tucker,Andy Pycroft,"['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Faf du Plessis', 'MS Dhoni', 'David Hussey', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Mohit Sharma', 'Ishwar Pandey', 'Ashish Nehra']","['Lendl Simmons', 'Michael Hussey', 'Ambati Rayudu', 'Rohit Sharma', 'Corey Anderson', 'Kieron Pollard', 'Aditya Tare', 'Harbhajan Singh', 'Praveen Kumar', 'Pragyan Ojha', 'Jasprit Bumrah']",CSK
KXIP,CSK,CSK,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Kumar Dharmasena,Rod Tucker,Anil Chaudhary,Javagal Srinath,"['Virender Sehwag', 'Manan Vohra', 'Wriddhiman Saha', 'Glenn Maxwell', 'David Miller', 'George Bailey', 'Axar Patel', 'Mitchell Johnson', 'Karanveer Singh', 'Sandeep Sharma', 'Parvinder Awana']","['Dwayne Smith', 'Faf du Plessis', 'Suresh Raina', 'Brendon McCullum', 'David Hussey', 'MS Dhoni', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Mohit Sharma', 'Ishwar Pandey', 'Ashish Nehra']",KXIP
KKR,KXIP,KKR,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Kumar Dharmasena,Bruce Oxenford,Sundaram Ravi,Roshan Mahanama,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Shakib Al Hasan', 'Ryan ten Doeschate', 'Suryakumar Yadav', 'Piyush Chawla', 'Morne Morkel', 'Sunil Narine', 'Umesh Yadav']","['Manan Vohra', 'Virender Sehwag', 'Glenn Maxwell', 'David Miller', 'Wriddhiman Saha', 'George Bailey', 'Axar Patel', 'Mitchell Johnson', 'Parvinder Awana', 'Lakshmipathy Balaji', 'Karanveer Singh']",KKR
