team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
DC,SRH,DC,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Anil Dandekar,Chettithody Shamshuddin,Sundaram Ravi,Manu Nayyar,"['Prithvi Shaw', 'Jason Roy', 'Shreyas Iyer', 'Rishabh Pant', 'Glenn Maxwell', 'Vijay Shankar', 'Liam Plunkett', 'Harshal Patel', 'Amit Mishra', 'Shahbaz Nadeem', 'Trent Boult']","['Alex Hales', 'Shikhar Dhawan', 'Kane Williamson', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Shreevats Goswami', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Siddarth Kaul', 'Sandeep Sharma']",SRH
RR,CSK,CSK,bat,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Marais Erasmus,Yeshwant Barde,Nitin Menon,Javagal Srinath,"['Ajinkya Rahane', 'Jos Buttler', 'Prashant Chopra', 'Sanju Samson', 'Ben Stokes', 'Stuart Binny', 'Krishnappa Gowtham', 'Jofra Archer', 'Ankit Sharma', 'Jaydev Unadkat', 'Ish Sodhi']","['Shane Watson', 'Ambati Rayudu', 'Suresh Raina', 'Sam Billings', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Karn Sharma', 'David Willey', 'Harbhajan Singh', 'Shardul Thakur']",RR
KXIP,KKR,KXIP,bowl,"Holkar Cricket Stadium, Indore",4:00 PM,Virender Sharma,Nandan,Bruce Oxenford,Andy Pycroft,"['Chris Gayle', 'Lokesh Rahul', 'Mayank Agarwal', 'Aaron Finch', 'Karun Nair', 'Axar Patel', 'Ravichandran Ashwin', 'Andrew Tye', 'Mohit Sharma', 'Barinder Sran', 'Mujeeb Ur Rahman']","['Chris Lynn', 'Sunil Narine', 'Robin Uthappa', 'Shubman Gill', 'Nitish Rana', 'Dinesh Karthik', 'Andre Russell', 'Javon Searles', 'Piyush Chawla', 'Prasidh Krishna', 'Kuldeep Yadav']",KKR
DC,RCB,RCB,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Kumar Dharmasena,Anil Chaudhary,KN Anantha Padmanabhan,Prakash Bhatt,"['Prithvi Shaw', 'Jason Roy', 'Shreyas Iyer', 'Rishabh Pant', 'Vijay Shankar', 'Harshal Patel', 'Abhishek Sharma', 'Amit Mishra', 'Sandeep Lamichhane', 'Junior Dala', 'Trent Boult']","['Parthiv Patel', 'Virat Kohli', 'AB de Villiers', 'Mandeep Singh', 'Moeen Ali', 'Sarfaraz Khan', 'Colin de Grandhomme', 'Tim Southee', 'Umesh Yadav', 'Mohammed Siraj', 'Yuzvendra Chahal']",RCB
CSK,SRH,CSK,bowl,"Maharashtra Cricket Association Stadium, Pune",4:00 PM,Marais Erasmus,Yeshwant Barde,Anil Dandekar,Manu Nayyar,"['Shane Watson', 'Ambati Rayudu', 'Suresh Raina', 'Sam Billings', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'David Willey', 'Harbhajan Singh', 'Deepak Chahar', 'Shardul Thakur']","['Alex Hales', 'Shikhar Dhawan', 'Kane Williamson', 'Manish Pandey', 'Shakib Al Hasan', 'Deepak Hooda', 'Shreevats Goswami', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Siddarth Kaul', 'Sandeep Sharma']",CSK
MI,RR,RR,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Sundaram Ravi,Nitin Menon,Chettithody Shamshuddin,Javagal Srinath,"['Suryakumar Yadav', 'Evin Lewis', 'Rohit Sharma', 'Ishan Kishan', 'Hardik Pandya', 'Ben Cutting', 'Krunal Pandya', 'Jean-Paul Duminy', 'Mitchell McClenaghan', 'Mayank Markande', 'Jasprit Bumrah']","['Jos Buttler', 'D Arcy Short', 'Ajinkya Rahane', 'Sanju Samson', 'Ben Stokes', 'Stuart Binny', 'Jofra Archer', 'Krishnappa Gowtham', 'Shreyas Gopal', 'Jaydev Unadkat', 'Dhawal Kulkarni']",RR
KXIP,RCB,RCB,bowl,"Holkar Cricket Stadium, Indore",8:00 PM,Virender Sharma,Bruce Oxenford,Nandan,Andy Pycroft,"['Lokesh Rahul', 'Chris Gayle', 'Mayank Agarwal', 'Karun Nair', 'Aaron Finch', 'Marcus Stoinis', 'Axar Patel', 'Ravichandran Ashwin', 'Andrew Tye', 'Mohit Sharma', 'Ankit Rajpoot']","['Parthiv Patel', 'Moeen Ali', 'Virat Kohli', 'AB de Villiers', 'Mandeep Singh', 'Sarfaraz Khan', 'Colin de Grandhomme', 'Tim Southee', 'Umesh Yadav', 'Mohammed Siraj', 'Yuzvendra Chahal']",RCB
KKR,RR,KKR,bowl,"Eden Gardens, Kolkata",8:00 PM,Kumar Dharmasena,Anil Chaudhary,Vineet Kulkarni,Manu Nayyar,"['Chris Lynn', 'Sunil Narine', 'Robin Uthappa', 'Andre Russell', 'Dinesh Karthik', 'Nitish Rana', 'Shubman Gill', 'Shivam Mavi', 'Javon Searles', 'Prasidh Krishna', 'Kuldeep Yadav']","['Jos Buttler', 'Ajinkya Rahane', 'Sanju Samson', 'Ben Stokes', 'Rahul Tripathi', 'Stuart Binny', 'Jofra Archer', 'Krishnappa Gowtham', 'Ish Sodhi', 'Jaydev Unadkat', 'Anureet Singh']",KKR
MI,KXIP,KXIP,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Nitin Menon,Marais Erasmus,Yeshwant Barde,Javagal Srinath,"['Suryakumar Yadav', 'Evin Lewis', 'Rohit Sharma', 'Ishan Kishan', 'Hardik Pandya', 'Krunal Pandya', 'Kieron Pollard', 'Ben Cutting', 'Mitchell McClenaghan', 'Mayank Markande', 'Jasprit Bumrah']","['Lokesh Rahul', 'Chris Gayle', 'Aaron Finch', 'Yuvraj Singh', 'Manoj Tiwary', 'Marcus Stoinis', 'Axar Patel', 'Ravichandran Ashwin', 'Andrew Tye', 'Mohit Sharma', 'Ankit Rajpoot']",MI
RCB,SRH,SRH,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Sundaram Ravi,Anil Dandekar,Chettithody Shamshuddin,Prakash Bhatt,"['Virat Kohli', 'Parthiv Patel', 'Moeen Ali', 'AB de Villiers', 'Mandeep Singh', 'Sarfaraz Khan', 'Colin de Grandhomme', 'Tim Southee', 'Umesh Yadav', 'Mohammed Siraj', 'Yuzvendra Chahal']","['Shikhar Dhawan', 'Alex Hales', 'Kane Williamson', 'Manish Pandey', 'Deepak Hooda', 'Shakib Al Hasan', 'Shreevats Goswami', 'Rashid Khan', 'Basil Thampi', 'Siddarth Kaul', 'Sandeep Sharma']",RCB
DC,CSK,CSK,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Kumar Dharmasena,Vineet Kulkarni,Nandan,Manu Nayyar,"['Prithvi Shaw', 'Shreyas Iyer', 'Rishabh Pant', 'Glenn Maxwell', 'Vijay Shankar', 'Abhishek Sharma', 'Harshal Patel', 'Amit Mishra', 'Avesh Khan', 'Sandeep Lamichhane', 'Trent Boult']","['Shane Watson', 'Ambati Rayudu', 'Suresh Raina', 'Sam Billings', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Harbhajan Singh', 'Deepak Chahar', 'Shardul Thakur', 'Lungi Ngidi']",DC
RR,RCB,RR,bat,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Bruce Oxenford,Virender Sharma,Chettithody Shamshuddin,Andy Pycroft,"['Rahul Tripathi', 'Ajinkya Rahane', 'Sanju Samson', 'Heinrich Klaasen', 'Stuart Binny', 'Krishnappa Gowtham', 'Jofra Archer', 'Shreyas Gopal', 'Ish Sodhi', 'Jaydev Unadkat', 'Ben Laughlin']","['Parthiv Patel', 'Virat Kohli', 'AB de Villiers', 'Moeen Ali', 'Colin de Grandhomme', 'Mandeep Singh', 'Sarfaraz Khan', 'Tim Southee', 'Umesh Yadav', 'Mohammed Siraj', 'Yuzvendra Chahal']",RR
SRH,KKR,SRH,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Sundaram Ravi,Anil Kumar Chaudhary,Anil Dandekar,Prakash Bhatt,"['Shikhar Dhawan', 'Kane Williamson', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Shreevats Goswami', 'Carlos Brathwaite', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Siddarth Kaul', 'Sandeep Sharma']","['Sunil Narine', 'Chris Lynn', 'Robin Uthappa', 'Nitish Rana', 'Dinesh Karthik', 'Andre Russell', 'Shubman Gill', 'Javon Searles', 'Piyush Chawla', 'Prasidh Krishna', 'Kuldeep Yadav']",KKR
DC,MI,DC,bat,"Arun Jaitley Stadium, Delhi",4:00 PM,Kumar Dharmasena,Nandan,Vineet Kulkarni,Manu Nayyar,"['Prithvi Shaw', 'Shreyas Iyer', 'Rishabh Pant', 'Glenn Maxwell', 'Vijay Shankar', 'Abhishek Sharma', 'Harshal Patel', 'Amit Mishra', 'Liam Plunkett', 'Sandeep Lamichhane', 'Trent Boult']","['Suryakumar Yadav', 'Evin Lewis', 'Ishan Kishan', 'Rohit Sharma', 'Krunal Pandya', 'Kieron Pollard', 'Hardik Pandya', 'Ben Cutting', 'Mayank Markande', 'Jasprit Bumrah', 'Mustafizur Rahman']",DC
CSK,KXIP,CSK,bowl,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Nitin Menon,Yeshwant Barde,Marais Erasmus,Javagal Srinath,"['Faf du Plessis', 'Ambati Rayudu', 'Suresh Raina', 'MS Dhoni', 'Sam Billings', 'Dwayne Bravo', 'Ravindra Jadeja', 'Harbhajan Singh', 'Shardul Thakur', 'Deepak Chahar', 'Lungi Ngidi']","['Lokesh Rahul', 'Chris Gayle', 'Aaron Finch', 'David Miller', 'Karun Nair', 'Manoj Tiwary', 'Axar Patel', 'Ravichandran Ashwin', 'Andrew Tye', 'Mohit Sharma', 'Ankit Rajpoot']",CSK
SRH,CSK,CSK,bowl,"Wankhede Stadium, Mumbai",7:00 PM,Marais Erasmus,Chettithody Shamshuddin,Sundaram Ravi,Andy Pycroft,"['Shikhar Dhawan', 'Shreevats Goswami', 'Kane Williamson', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Carlos Brathwaite', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Siddarth Kaul', 'Sandeep Sharma']","['Shane Watson', 'Faf du Plessis', 'Suresh Raina', 'Ambati Rayudu', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Harbhajan Singh', 'Deepak Chahar', 'Shardul Thakur', 'Lungi Ngidi']",CSK
KKR,RR,RR,bowl,"Eden Gardens, Kolkata",7:00 PM,Nitin Menon,Anil Chaudhary,Kumar Dharmasena,Javagal Srinath,"['Chris Lynn', 'Sunil Narine', 'Robin Uthappa', 'Dinesh Karthik', 'Nitish Rana', 'Andre Russell', 'Shubman Gill', 'Javon Searles', 'Piyush Chawla', 'Kuldeep Yadav', 'Prasidh Krishna']","['Rahul Tripathi', 'Ajinkya Rahane', 'Sanju Samson', 'Heinrich Klaasen', 'Stuart Binny', 'Krishnappa Gowtham', 'Jofra Archer', 'Shreyas Gopal', 'Ish Sodhi', 'Jaydev Unadkat', 'Ben Laughlin']",KKR
SRH,KKR,KKR,bowl,"Eden Gardens, Kolkata",7:00 PM,Kumar Dharmasena,Nitin Menon,Anil Kumar Chaudhary,Javagal Srinath,"['Shikhar Dhawan', 'Wriddhiman Saha', 'Kane Williamson', 'Shakib Al Hasan', 'Yusuf Pathan', 'Deepak Hooda', 'Carlos Brathwaite', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Siddarth Kaul', 'K Khaleel Ahmed']","['Sunil Narine', 'Chris Lynn', 'Robin Uthappa', 'Nitish Rana', 'Dinesh Karthik', 'Shubman Gill', 'Andre Russell', 'Piyush Chawla', 'Kuldeep Yadav', 'Prasidh Krishna', 'Shivam Mavi']",SRH
CSK,SRH,CSK,bowl,"Wankhede Stadium, Mumbai",7:00 PM,Marais Erasmus,Sundaram Ravi,Nitin Menon,Andy Pycroft,"['Shane Watson', 'Faf du Plessis', 'Suresh Raina', 'Ambati Rayudu', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Karn Sharma', 'Deepak Chahar', 'Shardul Thakur', 'Lungi Ngidi']","['Shikhar Dhawan', 'Shreevats Goswami', 'Kane Williamson', 'Shakib Al Hasan', 'Deepak Hooda', 'Yusuf Pathan', 'Carlos Brathwaite', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Siddarth Kaul', 'Sandeep Sharma']",CSK
